126.206260647   36.1831861071
126.246234124   36.1837052432
126.286207600   36.1831861071
126.326181077   36.1842243793
126.365635417   36.1831861071
126.166806307   36.1442509027
126.206260647   36.1442509027
126.245714988   36.1432126306
126.286207600   36.1432126306
126.326181077   36.1432126306
126.366673690   36.1437317667
126.406128030   36.1442509027
126.446620643   36.1437317667
126.486594119   36.1442509027
126.126313694   36.1037582901
126.166287171   36.1042774262
126.206260647   36.1047965622
126.246234124   36.1037582901
126.286207600   36.1037582901
126.326181077   36.1037582901
126.366154553   36.1032391540
126.406128030   36.1042774262
126.446101507   36.1037582901
126.486594119   36.1037582901
126.165768035   36.0637848135
126.206260647   36.0632656775
126.246234124   36.0632656775
126.286207600   36.0637848135
126.326700213   36.0637848135
126.365635417   36.0632656775
126.407685438   36.0637848135
126.446620643   36.0637848135
126.486594119   36.0643039496
126.205741511   36.0238113370
126.246234124   36.0238113370
126.286207600   36.0232922009
126.325661941   36.0243304731
126.366154553   36.0238113370
126.406647166   36.0243304731
126.446101507   36.0238113370
126.486074983   36.0232922009
126.205741511   35.9833187244
126.245714988   35.9843569965
126.286726736   35.9843569965
126.326181077   35.9838378604
126.365635417   35.9833187244
126.406128030   35.9843569965
126.446101507   35.9833187244
126.486594119   35.9833187244
126.206260647   35.9443835200
126.246234124   35.9438643839
126.285688464   35.9433452478
126.326700213   35.9438643839
126.366673690   35.9433452478
126.406128030   35.9433452478
126.446101507   35.9433452478
126.486594119   35.9449026560
126.205741511   35.9038909073
126.246234124   35.9038909073
126.286207600   35.9038909073
126.325661941   35.9033717713
126.365635417   35.9038909073
126.406128030   35.9044100434
126.446620643   35.9033717713
126.485555847   35.9028526352
126.406647166   35.8639174308
126.366154553   35.8639174308
126.326181077   35.8639174308
126.286726736   35.8633982947
126.168363715   35.9833187244
